student_id,class_id,school_id,county_id,gender,sibling_num,mo_edu,fa_edu,sr_w_m,sr_w_f,sr_w_sib,sr_w_grand,sr_w_othre,sr_w_othnon,boarding,grade9,relationshi,frequency,living_area,pr_w_m,pr_w_f,pr_w_sib,pr_w_grand,pr_w_othre,pr_w_othnon,left_behind,participation_level,mo_code,fa_code,parent_code,parent_edu_l,parent_edu_m,parent_edu_h,female,has_siblings,urbanicity_level,standard_living
1477,41,11,3,male,0,Bachelor degree,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,2,3,0,0,1,0,0,urban_core,1
1481,41,11,3,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
1483,41,11,3,male,0,Senior high school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
1485,41,11,3,female,0,Technical secondary school or technical school,Senior high school,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,2,2,2,0,1,0,1,0,urban_core,1
1487,41,11,3,male,0,Junior high school,Junior college,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,1,3,3,0,0,1,0,0,urban_core,1
1488,41,11,3,male,0,Junior high school,Senior high school,1,1,0,1,0,0,0,0,Biological father,Once a year,Outskirts of the city/county,1,1,0,1,0,0,0,low,1,2,2,0,1,0,0,0,semi_urban,1
1489,41,11,3,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,urban_core,1
1491,41,11,3,male,0,Junior high school,Senior high school,1,1,0,1,0,0,0,0,Biological father,Once a month,Outskirts of the city/county,1,1,0,1,0,0,0,high,1,2,2,0,1,0,0,0,semi_urban,1
1493,41,11,3,female,0,Technical secondary school or technical school,Junior college,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,2,3,3,0,0,1,1,0,urban_core,1
1496,41,11,3,male,0,Vocational high school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
1497,41,11,3,female,0,Senior high school,Senior high school,1,1,0,1,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,2,2,2,0,1,0,1,0,urban_core,1
1500,41,11,3,female,1,Junior high school,Junior high school,1,1,1,1,0,0,0,0,Biological mother,Once every half year,Outskirts of the city/county,1,1,1,1,0,0,0,moderate,1,1,1,1,0,0,1,1,semi_urban,1
1501,41,11,3,male,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
1502,41,11,3,male,0,Junior college,Junior college,1,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,urban_core,1
1503,41,11,3,female,1,Junior high school,Junior high school,1,1,1,1,0,0,0,0,Biological father,Once a year,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
1504,41,11,3,female,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
1505,41,11,3,female,0,Technical secondary school or technical school,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,Once a month,Central area of the city/county,1,1,0,0,0,0,0,high,2,3,3,0,0,1,1,0,urban_core,1
1506,41,11,3,female,0,Junior college,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,2,3,0,0,1,1,0,urban_core,1
1509,41,11,3,female,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,2,2,2,0,1,0,1,0,urban_core,1
1510,41,11,3,female,0,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,high,1,2,2,0,1,0,1,0,urban_core,1
1516,42,11,3,female,0,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,1,2,2,0,1,0,1,0,urban_core,1
1518,42,11,3,male,0,Senior high school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,2,2,2,0,1,0,0,0,urban_core,1
1519,42,11,3,male,0,Junior college,Junior college,1,1,0,0,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,high,3,3,3,0,0,1,0,0,urban_core,1
1522,42,11,3,female,0,Master degree or higher,Master degree or higher,1,1,0,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,1,0,urban_core,1
1523,42,11,3,male,0,Bachelor degree,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,2,3,0,0,1,0,0,urban_core,1
1524,42,11,3,female,0,Junior high school,Technical secondary school or technical school,1,0,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,0,0,0,0,0,0,low,1,2,2,0,1,0,1,0,urban_core,0
1526,42,11,3,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
1529,42,11,3,female,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological father,Once a month,Central area of the city/county,1,1,0,0,0,0,0,high,2,2,2,0,1,0,1,0,urban_core,1
1532,42,11,3,female,0,Master degree or higher,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,Once a month,Central area of the city/county,1,1,0,0,0,0,0,high,3,3,3,0,0,1,1,0,urban_core,1
1534,42,11,3,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
1536,42,11,3,male,0,Junior college,Bachelor degree,1,1,0,1,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,3,3,3,0,0,1,0,0,urban_core,1
1537,42,11,3,male,0,Bachelor degree,Junior college,1,1,0,0,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,semi_urban,1
1540,42,11,3,female,1,Junior college,Bachelor degree,0,0,1,1,0,0,0,0,Grandmother on mother's/father's side,Once every half year,Central area of the city/county,0,0,1,1,0,0,0,moderate,3,3,3,0,0,1,1,1,urban_core,0
1541,42,11,3,male,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,high,3,3,3,0,0,1,0,0,urban_core,1
1542,42,11,3,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
1543,42,11,3,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,urban_core,1
1544,42,11,3,female,0,Junior high school,Senior high school,1,1,0,1,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,1,0,0,0,low,1,2,2,0,1,0,1,0,urban_core,1
1546,42,11,3,female,0,Bachelor degree,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,2,3,0,0,1,1,0,urban_core,1
1548,42,11,3,male,0,Vocational high school,Vocational high school,1,1,0,1,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,1,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
1549,42,11,3,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
1550,42,11,3,male,0,Junior high school,Junior high school,1,1,0,1,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,1,1,1,1,0,0,0,0,urban_core,1
1551,42,11,3,female,0,Bachelor degree,Bachelor degree,1,0,0,0,0,0,0,0,Biological mother,Once a month,Central area of the city/county,1,0,0,0,0,0,0,high,3,3,3,0,0,1,1,0,urban_core,0
1552,42,11,3,male,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological father,Once a month,Central area of the city/county,1,1,0,0,0,0,0,high,1,1,1,1,0,0,0,0,urban_core,1
1553,42,11,3,female,0,Senior high school,Junior high school,1,1,0,1,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,1,0,0,0,low,2,1,2,0,1,0,1,0,urban_core,1
1555,42,11,3,male,2,Junior college,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,0,1,urban_core,1
1558,42,11,3,female,0,Bachelor degree,Bachelor degree,1,1,0,1,0,0,0,0,Biological mother,More than once a week,Central area of the city/county,1,1,0,1,0,0,0,high,3,3,3,0,0,1,1,0,urban_core,1
1559,42,11,3,male,0,Senior high school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
1560,42,11,3,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,semi_urban,1
1562,42,11,3,male,0,Bachelor degree,Senior high school,1,1,1,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,3,2,3,0,0,1,0,0,urban_core,1
1563,42,11,3,male,0,Junior high school,Senior high school,1,1,0,1,0,0,0,0,Biological mother,More than once a week,Central area of the city/county,1,1,0,1,0,0,0,high,1,2,2,0,1,0,0,0,urban_core,1
1565,42,11,3,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,1,0,urban_core,1
1567,42,11,3,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,1,0,urban_core,1
1568,42,11,3,male,0,Senior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,1,2,0,1,0,0,0,urban_core,1
1570,42,11,3,male,0,Bachelor degree,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once a month,Central area of the city/county,1,1,0,0,0,0,0,high,3,2,3,0,0,1,0,0,urban_core,1
1572,42,11,3,female,0,Junior high school,Junior high school,1,1,0,1,0,0,0,0,Biological father,Once every half year,Outskirts of the city/county,1,1,0,1,0,0,0,moderate,1,1,1,1,0,0,1,0,semi_urban,1
1575,42,11,3,female,0,Technical secondary school or technical school,Junior college,0,0,0,1,0,0,0,0,Grandmother on mother's/father's side,Once a year,Central area of the city/county,0,0,0,1,0,0,0,low,2,3,3,0,0,1,1,0,urban_core,0
1578,43,11,3,male,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,0,0,urban_core,1
1579,43,11,3,male,0,Technical secondary school or technical school,Junior college,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,3,3,0,0,1,0,0,urban_core,1
1580,43,11,3,female,0,Bachelor degree,Senior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,2,3,0,0,1,1,0,urban_core,1
1581,43,11,3,female,0,Junior high school,Vocational high school,1,1,0,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,2,2,0,1,0,1,0,semi_urban,1
1582,43,11,3,female,1,Junior college,Junior college,1,1,1,0,0,0,0,1,Biological mother,Once a month,Central area of the city/county,1,1,1,0,0,0,0,high,3,3,3,0,0,1,1,1,urban_core,1
1594,43,11,3,female,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
1595,43,11,3,female,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,1,0,urban_core,1
1596,43,11,3,male,1,Finished elementary school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,2,2,0,1,0,0,1,urban_core,1
1597,43,11,3,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once a month,Central area of the city/county,1,1,0,0,0,0,0,high,3,3,3,0,0,1,1,0,urban_core,1
1598,43,11,3,male,0,Senior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,2,1,2,0,1,0,0,0,urban_core,1
1599,43,11,3,female,1,Senior high school,Senior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,low,2,2,2,0,1,0,1,1,rural,1
1600,43,11,3,male,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,urban_core,1
1601,43,11,3,female,0,Bachelor degree,Senior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,2,3,0,0,1,1,0,urban_core,1
1603,43,11,3,female,1,Senior high school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,1,0,0,0,0,low,2,2,2,0,1,0,1,1,urban_core,1
1604,43,11,3,female,1,Junior high school,Bachelor degree,1,1,1,1,0,0,0,1,Biological mother,More than once a week,Rural area,1,1,1,1,0,0,0,high,1,3,3,0,0,1,1,1,rural,1
1605,43,11,3,female,0,Junior college,Senior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,2,3,0,0,1,1,0,urban_core,1
1607,43,11,3,male,0,Bachelor degree,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,3,2,3,0,0,1,0,0,urban_core,1
1609,43,11,3,female,1,Junior college,Junior college,1,1,1,0,0,0,1,1,Biological mother,Once a year,Central area of the city/county,1,1,1,0,0,0,0,low,3,3,3,0,0,1,1,1,urban_core,1
1613,43,11,3,male,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,urban_core,1
1631,44,11,3,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,2,2,2,0,1,0,0,0,urban_core,1
1633,44,11,3,male,0,Vocational high school,Vocational high school,1,1,0,1,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,2,2,2,0,1,0,0,0,urban_core,1
1634,44,11,3,male,0,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
1637,44,11,3,female,0,Junior college,Senior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,2,3,0,0,1,1,0,urban_core,1
1639,44,11,3,male,0,Bachelor degree,Master degree or higher,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,urban_core,1
1642,44,11,3,male,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,urban_core,1
1643,44,11,3,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,1,0,urban_core,1
1644,44,11,3,male,0,Junior college,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,2,3,0,0,1,0,0,urban_core,1
1649,44,11,3,male,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,1,Biological father,Once a week,Central area of the city/county,1,1,0,0,0,0,0,high,3,3,3,0,0,1,0,0,urban_core,1
1650,44,11,3,female,0,Junior college,Technical secondary school or technical school,1,0,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,0,0,0,0,0,0,moderate,3,2,3,0,0,1,1,0,urban_core,0
1651,44,11,3,male,0,Junior high school,Bachelor degree,0,1,0,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,0,1,0,0,0,0,0,low,1,3,3,0,0,1,0,0,urban_core,0
1653,44,11,3,female,0,Master degree or higher,Bachelor degree,1,1,0,0,0,0,0,1,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
1654,44,11,3,male,0,Master degree or higher,Master degree or higher,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,urban_core,1
1657,44,11,3,male,0,Bachelor degree,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,1,3,0,0,1,0,0,urban_core,1
1658,44,11,3,female,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,1,1,1,1,0,0,1,0,urban_core,1
1660,44,11,3,male,0,Bachelor degree,Junior college,1,1,0,0,0,0,0,1,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,rural,1
1664,44,11,3,female,0,Vocational high school,Vocational high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,1,0,urban_core,1
1665,44,11,3,female,0,Junior high school,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,1,2,2,0,1,0,1,0,urban_core,1
1666,44,11,3,female,1,Senior high school,Technical secondary school or technical school,1,1,1,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,low,2,2,2,0,1,0,1,1,urban_core,1
1667,44,11,3,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
1668,44,11,3,female,0,Technical secondary school or technical school,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,3,3,0,0,1,1,0,urban_core,1
1669,44,11,3,male,0,Junior college,Junior college,1,1,0,0,0,0,0,1,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,0,0,urban_core,1
1670,44,11,3,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,1,1,1,1,0,0,1,0,urban_core,1
1671,44,11,3,female,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
1672,44,11,3,male,0,Junior high school,Senior high school,1,1,0,1,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,1,0,0,0,low,1,2,2,0,1,0,0,0,urban_core,1
1673,44,11,3,male,0,Junior college,Junior college,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,urban_core,1
1675,44,11,3,female,0,Junior college,Bachelor degree,1,0,0,1,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,0,0,1,0,0,0,low,3,3,3,0,0,1,1,0,urban_core,0
1676,44,11,3,male,0,Senior high school,Junior college,1,1,0,0,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,3,3,0,0,1,0,0,urban_core,1
1677,44,11,3,female,0,Technical secondary school or technical school,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,2,3,3,0,0,1,1,0,semi_urban,1
1679,44,11,3,female,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,1,0,urban_core,1
1682,44,11,3,female,1,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,1,1,urban_core,1
1683,45,12,3,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,semi_urban,1
1684,45,12,3,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
1685,45,12,3,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,rural,1
1686,45,12,3,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
1689,45,12,3,male,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
1691,45,12,3,male,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,semi_urban,1
1692,45,12,3,male,1,Senior high school,Senior high school,1,1,1,0,0,0,0,0,Biological father,Once a month,Central area of the city/county,1,1,1,0,0,0,0,high,2,2,2,0,1,0,0,1,urban_core,1
1693,45,12,3,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a week,Rural area,1,1,0,0,0,0,0,high,1,1,1,1,0,0,1,0,rural,1
1695,45,12,3,female,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Once a year,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
1696,45,12,3,female,1,Master degree or higher,Senior high school,1,1,1,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,low,3,2,3,0,0,1,1,1,rural,1
1701,45,12,3,female,1,Senior high school,Technical secondary school or technical school,1,1,1,0,0,0,0,0,Biological mother,Once a month,Rural area,1,1,1,0,0,0,0,high,2,2,2,0,1,0,1,1,rural,1
1703,45,12,3,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Once every half year,Rural area,1,1,0,0,0,0,0,moderate,1,1,1,1,0,0,1,0,rural,1
1704,45,12,3,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
1710,45,12,3,male,0,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Outskirts of the city/county,1,1,0,0,0,0,0,moderate,1,1,1,1,0,0,0,0,semi_urban,1
1712,45,12,3,female,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,More than once a week,Rural area,1,1,1,0,0,0,0,high,1,1,1,1,0,0,1,1,rural,1
1714,45,12,3,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,1,0,0,0,0,high,1,1,1,1,0,0,0,1,urban_core,1
1715,45,12,3,female,0,Junior high school,Junior high school,1,1,0,1,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,0,1,0,0,0,low,1,1,1,1,0,0,1,0,semi_urban,1
1719,45,12,3,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,rural,1
1721,45,12,3,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
1725,45,12,3,female,1,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
1727,46,12,3,female,1,Finished elementary school,Junior college,1,1,1,0,0,0,0,0,Biological father,Once a year,Rural area,1,1,1,0,0,0,0,low,1,3,3,0,0,1,1,1,rural,1
1728,46,12,3,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
1730,46,12,3,male,1,Junior high school,Finished elementary school,0,0,0,1,0,0,1,0,Biological mother,Once every half year,Rural area,0,0,0,1,0,0,0,moderate,1,1,1,1,0,0,0,1,rural,0
1731,46,12,3,male,1,Junior high school,Junior high school,1,0,0,0,0,0,0,0,Biological mother,Once a year,Rural area,1,0,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
1732,46,12,3,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
1733,46,12,3,male,2,Junior high school,Junior high school,0,1,1,1,0,0,0,0,Biological father,Once a year,Rural area,0,1,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
1738,46,12,3,female,1,Senior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,low,2,1,2,0,1,0,1,1,rural,1
1739,46,12,3,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
1740,46,12,3,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once a month,Rural area,1,1,0,0,0,0,0,high,2,2,2,0,1,0,0,0,rural,1
