student_id,class_id,school_id,county_id,gender,sibling_num,mo_edu,fa_edu,sr_w_m,sr_w_f,sr_w_sib,sr_w_grand,sr_w_othre,sr_w_othnon,boarding,grade9,relationshi,frequency,living_area,pr_w_m,pr_w_f,pr_w_sib,pr_w_grand,pr_w_othre,pr_w_othnon,left_behind,freq_binary,mo_edu_level,fa_edu_level,parent_edu,female,urbanicity_level,has_siblings,living_list,standard_living
909,29,8,2,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,0,"['sr_w_m', 'sr_w_f']",1
910,29,8,2,female,0,Junior high school,Junior high school,1,0,0,0,0,0,0,0,Biological mother,Once a year,The “rural-urban continuum” area of the city/county,1,0,0,0,0,0,0,0,l,l,l,1,2.0,0,['sr_w_m'],0
912,29,8,2,female,0,Junior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,l,m,m,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
914,29,8,2,female,0,Senior high school,Junior college,1,1,0,1,0,0,0,0,Biological father,Once a month,The “rural-urban continuum” area of the city/county,1,1,0,1,0,0,0,1,m,h,h,1,2.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
916,29,8,2,male,0,Finished elementary school,Finished elementary school,1,0,0,1,0,0,0,0,Biological mother,Once a year,Rural area,1,0,0,1,0,0,0,0,l,l,l,0,3.0,0,"['sr_w_m', 'sr_w_grand']",0
918,29,8,2,male,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,0,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f']",1
919,29,8,2,male,2,Finished elementary school,Finished elementary school,1,1,1,1,0,0,0,0,Biological mother,Once a month,Central area of the city/county,1,1,1,1,0,0,0,1,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
922,29,8,2,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
926,29,8,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a month,Central area of the city/county,1,1,0,0,0,0,0,1,l,l,l,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
927,29,8,2,male,1,Junior high school,Junior high school,0,1,0,0,0,0,0,0,Biological father,More than once a week,Rural area,0,1,0,0,0,0,1,1,l,l,l,0,3.0,1,['sr_w_f'],0
929,29,8,2,female,0,Vocational high school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Rural area,1,1,0,0,0,0,0,1,m,m,m,1,3.0,0,"['sr_w_m', 'sr_w_f']",1
934,29,8,2,female,0,Junior high school,Junior high school,1,0,0,0,0,0,1,0,Biological mother,Once every half year,The “rural-urban continuum” area of the city/county,1,0,0,0,0,0,0,1,l,l,l,1,2.0,0,['sr_w_m'],0
938,29,8,2,male,1,Senior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,1,1,m,l,m,0,2.0,1,"['sr_w_m', 'sr_w_f']",1
939,29,8,2,female,0,Finished elementary school,Junior high school,0,1,0,0,0,0,0,0,Biological mother,Never,The “rural-urban continuum” area of the city/county,0,1,0,0,0,0,0,0,l,l,l,1,2.0,0,['sr_w_f'],0
940,30,8,2,female,0,Senior high school,Senior high school,1,1,0,1,0,0,0,0,Biological mother,Never,The “rural-urban continuum” area of the city/county,1,1,0,1,0,0,0,0,m,m,m,1,2.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
941,30,8,2,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Once a year,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
942,30,8,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
945,30,8,2,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once every half year,Rural area,1,1,1,0,0,0,0,1,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
947,30,8,2,female,1,Junior high school,Senior high school,0,0,1,0,1,0,0,0,Other relative female,Once every half year,Central area of the city/county,0,0,1,0,1,0,0,1,l,m,m,1,1.0,1,"['sr_w_sib', 'sr_w_othre']",0
948,30,8,2,female,0,Finished elementary school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological father,Once a year,Towns outside the city/county,1,1,0,0,0,0,0,0,l,m,m,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
949,30,8,2,female,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,More than once a week,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,1,m,m,m,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
950,30,8,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
951,30,8,2,female,0,Junior high school,Junior high school,1,1,0,1,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,1,0,0,0,0,l,l,l,1,2.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
952,30,8,2,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once every half year,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,1,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
953,30,8,2,male,0,Senior high school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,m,l,m,0,2.0,0,"['sr_w_m', 'sr_w_f']",1
955,30,8,2,male,0,None,Junior high school,0,0,0,0,1,0,0,0,Other relative male,Once a month,Towns outside the city/county,0,0,0,0,1,0,0,1,l,l,l,0,2.0,0,['sr_w_othre'],0
956,30,8,2,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
958,30,8,2,female,0,Technical secondary school or technical school,Junior high school,1,1,0,1,0,0,0,0,Biological father,Once a month,The “rural-urban continuum” area of the city/county,1,1,0,1,0,0,0,1,m,l,m,1,2.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
960,30,8,2,male,0,Bachelor degree,Bachelor degree,1,1,0,1,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,1,0,0,0,0,h,h,h,0,2.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
962,30,8,2,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
963,30,8,2,male,1,Junior high school,Technical secondary school or technical school,1,1,1,0,0,0,0,0,Biological father,More than once a week,Towns outside the city/county,1,1,1,0,0,0,0,1,l,m,m,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
964,30,8,2,female,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,0,0,Biological mother,Never,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f']",1
966,30,8,2,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,m,m,m,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
967,30,8,2,male,0,None,Junior high school,1,1,0,0,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,1,l,l,l,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
970,30,8,2,female,0,Senior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,m,l,m,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
971,30,8,2,female,0,Senior high school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological father,Once every half year,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,1,m,m,m,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
972,30,8,2,female,2,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Once every half year,Rural area,1,1,1,0,0,0,1,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
974,30,8,2,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,More than once a week,Central area of the city/county,1,1,1,0,0,0,0,1,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
975,30,8,2,female,1,Junior high school,Senior high school,1,1,1,1,0,0,0,0,Biological father,Once a year,Outskirts of the city/county,1,1,1,1,0,0,0,0,l,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
980,31,8,2,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,1,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,m,m,m,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
983,31,8,2,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological mother,Once a month,Rural area,1,1,1,0,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
985,31,8,2,male,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
986,31,8,2,female,1,None,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once every half year,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,1,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
987,31,8,2,female,1,Junior high school,Technical secondary school or technical school,1,1,1,1,0,0,0,1,Biological mother,Once every half year,Towns outside the city/county,1,1,1,1,0,0,0,1,l,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
988,31,8,2,female,0,Junior high school,Junior high school,1,1,0,1,0,0,0,1,Biological mother,Once a year,Rural area,1,1,0,1,0,0,0,0,l,l,l,1,3.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
989,31,8,2,female,0,Junior high school,Junior high school,1,1,0,1,0,0,0,1,Biological mother,Once every half year,The “rural-urban continuum” area of the city/county,1,1,0,1,0,0,0,1,l,l,l,1,2.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
992,31,8,2,male,1,Finished elementary school,Senior high school,1,1,1,0,0,0,0,1,Biological father,More than once a week,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,1,l,m,m,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
996,31,8,2,female,1,Senior high school,Senior high school,1,1,1,0,0,0,0,1,Biological mother,Once a year,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,0,m,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
997,31,8,2,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
999,31,8,2,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once every half year,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,1,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1000,31,8,2,male,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,1,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,0,"['sr_w_m', 'sr_w_f']",1
1002,31,8,2,female,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f']",1
1003,31,8,2,female,1,Junior high school,Technical secondary school or technical school,1,1,1,0,0,0,0,1,Biological mother,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,0,l,m,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1004,31,8,2,male,1,Junior high school,Junior high school,1,1,1,1,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,1,0,0,0,0,l,l,l,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
1005,31,8,2,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1006,31,8,2,female,0,Junior high school,Senior high school,1,1,0,0,0,0,0,1,Biological father,Once a month,Rural area,1,1,0,0,0,0,0,1,l,m,m,1,3.0,0,"['sr_w_m', 'sr_w_f']",1
1007,31,8,2,female,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a month,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,1,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f']",1
1008,31,8,2,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Other relative female,Once a month,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,1,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1009,31,8,2,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Towns outside the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1010,31,8,2,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Once every half year,Rural area,1,1,1,0,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1012,31,8,2,male,0,Junior high school,Vocational high school,1,1,0,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,0,l,m,m,0,2.0,0,"['sr_w_m', 'sr_w_f']",1
1013,31,8,2,male,0,Finished elementary school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,l,l,l,0,2.0,0,"['sr_w_m', 'sr_w_f']",1
1016,32,8,2,female,0,Finished elementary school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
1018,32,8,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Once a year,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,0,"['sr_w_m', 'sr_w_f']",1
1021,32,8,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1022,32,8,2,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1023,32,8,2,female,0,Junior high school,Junior high school,1,0,0,0,0,0,0,1,Biological mother,Never,Rural area,1,0,0,0,0,0,0,0,l,l,l,1,3.0,0,['sr_w_m'],0
1024,32,8,2,male,0,Junior high school,Finished elementary school,1,1,0,1,0,0,0,1,Biological mother,Once every half year,Towns outside the city/county,1,1,0,1,0,0,0,1,l,l,l,0,2.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
1025,32,8,2,male,1,Junior college,Junior college,1,1,1,0,0,0,0,1,Biological father,More than once a week,Central area of the city/county,1,1,1,0,0,0,0,1,h,h,h,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1027,32,8,2,female,1,Technical secondary school or technical school,Finished elementary school,1,1,1,0,0,0,0,1,Biological mother,Once a year,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,0,m,l,m,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1028,32,8,2,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Once a year,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,1,0,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1029,32,8,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
1031,32,8,2,female,2,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological mother,Never,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1032,32,8,2,male,1,Junior high school,Senior high school,1,1,0,0,0,0,0,1,Biological mother,Once a month,Central area of the city/county,1,1,0,0,0,0,0,1,l,m,m,0,1.0,1,"['sr_w_m', 'sr_w_f']",1
1034,32,8,2,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,More than once a week,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,1,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1035,32,8,2,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,l,l,l,0,2.0,0,"['sr_w_m', 'sr_w_f']",1
1036,32,8,2,female,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,0,1,Biological father,Never,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f']",1
1037,32,8,2,female,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,1,Biological mother,Once every half year,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,1,h,h,h,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
1038,32,8,2,female,0,Junior high school,Senior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,1,l,m,m,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
1040,32,8,2,male,0,Technical secondary school or technical school,Master degree or higher,1,1,0,0,0,0,0,1,Biological father,More than once a week,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,1,m,h,h,0,2.0,0,"['sr_w_m', 'sr_w_f']",1
1042,32,8,2,female,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1043,32,8,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,0,"['sr_w_m', 'sr_w_f']",1
1044,32,8,2,male,0,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,1,Biological mother,More than once a week,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,1,m,m,m,0,2.0,0,"['sr_w_m', 'sr_w_f']",1
1045,32,8,2,female,0,Senior high school,Senior high school,1,1,0,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,0,m,m,m,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
1047,32,8,2,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once a year,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,0,l,l,l,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
1048,32,8,2,male,0,Junior high school,Junior high school,1,1,0,1,0,0,0,1,Biological mother,More than once a week,Central area of the city/county,1,1,0,1,0,0,0,1,l,l,l,0,1.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
1052,32,8,2,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Once a month,The “rural-urban continuum” area of the city/county,1,1,0,0,0,0,0,1,l,l,l,0,2.0,0,"['sr_w_m', 'sr_w_f']",1
1053,32,8,2,male,0,Junior high school,Junior high school,0,0,0,1,0,0,0,1,Biological father,Never,Outskirts of the city/county,0,0,0,1,0,0,0,0,l,l,l,0,2.0,0,['sr_w_grand'],0
1054,32,8,2,female,1,Junior high school,Senior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,m,m,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1055,33,9,3,male,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,h,h,h,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1057,33,9,3,male,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,h,h,h,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1058,33,9,3,male,0,Junior high school,Junior college,1,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,l,h,h,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1060,33,9,3,male,0,Junior college,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,h,h,h,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1061,33,9,3,female,0,Technical secondary school or technical school,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,m,h,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1063,33,9,3,male,0,Junior college,Junior college,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,h,h,h,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1065,33,9,3,female,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,m,m,m,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1067,33,9,3,female,0,Master degree or higher,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,h,m,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1068,33,9,3,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,h,h,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1069,33,9,3,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1071,33,9,3,female,0,Bachelor degree,Junior college,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,h,h,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1072,33,9,3,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,l,l,l,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1073,33,9,3,male,3,Junior high school,Junior college,1,1,1,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,1,0,0,0,0,0,l,h,h,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1077,33,9,3,male,1,Bachelor degree,Master degree or higher,1,1,0,0,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,1,h,h,h,0,1.0,1,"['sr_w_m', 'sr_w_f']",1
1080,33,9,3,male,0,Bachelor degree,Bachelor degree,1,1,0,1,0,0,0,0,Biological mother,More than once a week,Central area of the city/county,1,1,0,1,0,0,0,1,h,h,h,0,1.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
1082,33,9,3,male,2,Junior high school,Master degree or higher,1,0,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,0,0,0,0,0,0,0,l,h,h,0,1.0,1,['sr_w_m'],0
1084,33,9,3,male,1,Senior high school,Master degree or higher,1,1,0,1,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,1,0,0,0,0,m,h,h,0,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
1085,33,9,3,female,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,m,m,m,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1088,33,9,3,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once a month,Central area of the city/county,1,1,0,0,0,0,0,1,h,h,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1097,33,9,3,male,0,Junior college,Vocational high school,1,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,h,m,h,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1099,33,9,3,male,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,0,0,0,0,1,h,h,h,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1101,33,9,3,female,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,h,h,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1105,33,9,3,male,0,Junior college,Junior college,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,h,h,h,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1106,33,9,3,female,0,Junior college,Technical secondary school or technical school,1,1,0,0,0,0,1,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,h,m,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
1109,33,9,3,male,0,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological mother,Once a month,Central area of the city/county,1,1,0,0,0,0,0,1,m,m,m,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
1110,33,9,3,female,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,1,0,0,0,0,1,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
1116,34,9,3,male,0,Senior high school,Senior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,m,m,m,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
